date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:03	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/rohan/Documents/thyro/www.google-analytics.com/analytics.js	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:03	10044/10044	---M--	200	added ('OK')	image/png	etag:%22a18a80a11975d81:0%22	https://b2capi.thyrocare.com/images/Thyrocare-Logo.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/images/Thyrocare-Logo.png	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:03	27242/27242	---M--	200	added ('OK')	image/jpeg	etag:%2272b8946840d01:0%22	https://b2capi.thyrocare.com/images/services/Report_Track.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/images/services/Report_Track.jpg	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:03	4868/4868	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2011:01:03%20GMT	https://b2capi.thyrocare.com/sitemap.html	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/sitemap.html	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:03	4876/4876	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2011:01:03%20GMT	https://b2capi.thyrocare.com/Best_Viewed.html	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/Best_Viewed.html	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:03	4864/4864	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2011:01:03%20GMT	https://b2capi.thyrocare.com/Terms.html	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/Terms.html	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:04	4882/4882	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2011:01:03%20GMT	https://b2capi.thyrocare.com/Privacy_Policy.html	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/Privacy_Policy.html	(from https://b2capi.thyrocare.com/Authenticity.aspx?val=vABv6bUSmC3dJwpF2ziMoMD2yDwN0vJfape7in78Qog=)
16:31:04	2352/2352	---M--	200	added ('OK')	image/png	etag:%22c78d7c966840d01:0%22	https://b2capi.thyrocare.com/layout/images/line_0.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/line_0.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:04	48/48	---M--	200	added ('OK')	image/gif	etag:%22cfb183966840d01:0%22	https://b2capi.thyrocare.com/layout/images/line_1.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/line_1.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:05	47/47	---M--	200	added ('OK')	image/gif	etag:%227f7488966840d01:0%22	https://b2capi.thyrocare.com/layout/images/line_2.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/line_2.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:05	48/48	---M--	200	added ('OK')	image/gif	etag:%222f378d966840d01:0%22	https://b2capi.thyrocare.com/layout/images/line_3.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/line_3.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:05	174/174	---M--	200	added ('OK')	image/png	etag:%22375b94966840d01:0%22	https://b2capi.thyrocare.com/layout/images/line_5.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/line_5.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:05	4902/4902	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2011:01:05%20GMT	https://b2capi.thyrocare.com/layout/layout/plugins/PIE.htc	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/layout/plugins/PIE.htc	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:05	340/340	---M--	200	added ('OK')	image/png	etag:%22ef41a0966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:06	235/235	---M--	200	added ('OK')	image/png	etag:%2247a3a2966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:06	50/50	---M--	200	added ('OK')	image/gif	etag:%227aeb5966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_3.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_3.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:06	51/51	---M--	200	added ('OK')	image/gif	etag:%22c7b8c8966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_4.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_4.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:06	54/54	---M--	200	added ('OK')	image/gif	etag:%2287c3db966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_5.gif	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_5.gif	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:07	235/235	---M--	200	added ('OK')	image/png	etag:%229f2ff1966840d01:0%22	https://b2capi.thyrocare.com/layout/images/marker_7.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/marker_7.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:07	485/485	---M--	200	added ('OK')	image/jpeg	etag:%228f8f81946840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_block_title_1.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_block_title_1.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:07	278/278	---M--	200	added ('OK')	image/png	etag:%22ffdd7d956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_breadcrumbs_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_breadcrumbs_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:07	358/358	---M--	200	added ('OK')	image/png	etag:%221f6e9a956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_headings_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_headings_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:07	140/140	---M--	200	added ('OK')	image/png	etag:%22a7a990976840d01:0%22	https://b2capi.thyrocare.com/layout/images/testimonials_tail_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/testimonials_tail_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:08	199/199	---M--	200	added ('OK')	image/png	etag:%22576c95976840d01:0%22	https://b2capi.thyrocare.com/layout/images/testimonials_tail_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/testimonials_tail_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:08	1162/1162	---M--	200	added ('OK')	image/png	etag:%2217a02b966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_rss_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_rss_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:08	1348/1348	---M--	200	added ('OK')	image/png	etag:%22b68544b09f1dd81:0%22	https://b2capi.thyrocare.com/layout/images/icon_tw_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tw_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:08	877/877	---M--	200	added ('OK')	image/png	etag:%224f46c5956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_message_info.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_message_info.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:09	483/483	---M--	200	added ('OK')	image/png	etag:%22c7c98956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_gallery_dark.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_gallery_dark.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:09	532/532	---M--	200	added ('OK')	image/png	etag:%22174a93956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_gallery.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_gallery.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:09	330/330	---M--	200	added ('OK')	image/jpeg	etag:%227acec946840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_search.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_search.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:09	395/395	---M--	200	added ('OK')	image/png	etag:%229f5874956840d01:0%22	https://b2capi.thyrocare.com/layout/images/button_search.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/button_search.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:09	557/557	---M--	200	added ('OK')	image/png	etag:%22fa770966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_twitter_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_twitter_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:10	407/407	---M--	200	added ('OK')	image/png	etag:%225fb91f966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_plus_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_plus_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:10	433/433	---M--	200	added ('OK')	image/png	etag:%22afcbce956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_minus_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_minus_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:10	346/346	---M--	200	added ('OK')	image/jpeg	etag:%22dfcc7c946840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_accordion_2.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_accordion_2.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:10	186/186	---M--	200	added ('OK')	image/png	etag:%22f7c24966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_plus_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_plus_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:11	177/177	---M--	200	added ('OK')	image/png	etag:%226fd6e1956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_minus_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_minus_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:11	155/155	---M--	200	added ('OK')	image/png	etag:%2267dd26966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_plus_3.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_plus_3.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:11	155/155	---M--	200	added ('OK')	image/png	etag:%228742f7956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_minus_3.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_minus_3.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:11	378/378	---M--	200	added ('OK')	image/png	etag:%22bf3e29966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_plus_4.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_plus_4.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:11	373/373	---M--	200	added ('OK')	image/png	etag:%229faec966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_minus_4.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_minus_4.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:12	350/350	---M--	200	added ('OK')	image/jpeg	etag:%22c7e14b956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_1.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_1.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:12	326/326	---M--	200	added ('OK')	image/jpeg	etag:%2277a450956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_1_act.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_1_act.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:12	393/393	---M--	200	added ('OK')	image/jpeg	etag:%22276755956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_2.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_2.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:12	609/609	---M--	200	added ('OK')	image/jpeg	etag:%22d7295a956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_2_first.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_2_first.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:13	411/411	---M--	200	added ('OK')	image/png	etag:%229fd958966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_0.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_0.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:13	225/225	---M--	200	added ('OK')	image/png	etag:%22f73a5b966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:13	216/216	---M--	200	added ('OK')	image/png	etag:%224f9c5d966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:13	435/435	---M--	200	added ('OK')	image/png	etag:%22a7fd5f966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_3.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_3.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:13	458/458	---M--	200	added ('OK')	image/png	etag:%22ff5e62966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_4.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_4.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:14	353/353	---M--	200	added ('OK')	image/png	etag:%22af2167966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_5.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_5.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:14	313/313	---M--	200	added ('OK')	image/png	etag:%2278369966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_tabs_2_6.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_tabs_2_6.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:14	988/988	---M--	200	added ('OK')	image/png	etag:%227fc857956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_2_act.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_2_act.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:14	340/340	---M--	200	added ('OK')	image/jpeg	etag:%222f8b5c956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_3.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_3.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:15	416/416	---M--	200	added ('OK')	image/png	etag:%2267878e956840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_comment_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_comment_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:15	366/366	---M--	200	added ('OK')	image/jpeg	etag:%22df4d61956840d01:0%22	https://b2capi.thyrocare.com/layout/images/bg_tabs_4.jpg	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/bg_tabs_4.jpg	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:15	430/430	---M--	200	added ('OK')	image/png	etag:%22172110976840d01:0%22	https://b2capi.thyrocare.com/layout/images/sprite_arrow_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/sprite_arrow_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:15	121/121	---M--	200	added ('OK')	image/png	etag:%22b79b6976840d01:0%22	https://b2capi.thyrocare.com/layout/images/pic_hover_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/pic_hover_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:16	504/504	---M--	200	added ('OK')	image/png	etag:%2217cb77966840d01:0%22	https://b2capi.thyrocare.com/layout/images/icon_views_1.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/icon_views_1.png	(from https://b2capi.thyrocare.com/layout/style.css)
16:31:16	206/206	---M--	200	added ('OK')	image/png	etag:%222f8d25976840d01:0%22	https://b2capi.thyrocare.com/layout/images/sprite_arrow_2.png	C:/Users/rohan/Documents/thyro/b2capi.thyrocare.com/layout/images/sprite_arrow_2.png	(from https://b2capi.thyrocare.com/layout/style.css)
